Date,XLF
2006-08-09,26.441917419433594
2006-08-10,26.5718936920166
2006-08-11,26.490657806396484
2006-08-14,26.523151397705078
2006-08-15,26.969942092895508
2006-08-16,27.116165161132812
2006-08-17,27.205524444580078
2006-08-18,27.24614143371582
2006-08-21,27.140535354614258
2006-08-22,27.132413864135742
2006-08-23,27.051177978515625
2006-08-24,27.140535354614258
2006-08-25,26.994314193725586
2006-08-28,27.18927764892578
2006-08-29,27.07554817199707
2006-08-30,27.156782150268555
2006-08-31,27.18927764892578
2006-09-01,27.229894638061523
2006-09-05,27.327375411987305
2006-09-06,27.238018035888672
2006-09-07,27.02680778503418
2006-09-08,27.181154251098633
2006-09-11,27.197399139404297
2006-09-12,27.546709060668945
2006-09-13,27.749797821044922
2006-09-14,27.81478500366211
2006-09-15,27.74167251586914
2006-09-18,27.70918083190918
2006-09-19,27.757919311523438
2006-09-20,27.944759368896484
2006-09-21,27.749797821044922
2006-09-22,27.798538208007812
2006-09-25,28.08285903930664
2006-09-26,28.237205505371094
2006-09-27,28.107229232788086
2006-09-28,28.2047119140625
2006-09-29,28.123477935791016
2006-10-02,28.058488845825195
2006-10-03,28.334686279296875
2006-10-04,28.675872802734375
2006-10-05,28.659626007080078
2006-10-06,28.562145233154297
2006-10-09,28.64337921142578
2006-10-10,28.64337921142578
2006-10-11,28.570268630981445
2006-10-12,28.724613189697266
2006-10-13,28.830219268798828
2006-10-16,28.675872802734375
2006-10-17,28.675872802734375
2006-10-18,28.757108688354492
2006-10-19,28.570268630981445
2006-10-20,28.53777313232422
2006-10-23,28.724613189697266
2006-10-24,28.71649169921875
2006-10-25,28.838342666625977
2006-10-26,29.04142951965332
2006-10-27,28.82209587097168
2006-10-30,28.830219268798828
2006-10-31,28.781478881835938
2006-11-01,28.60276222229004
2006-11-02,28.521526336669922
2006-11-03,28.521526336669922
2006-11-06,28.854589462280273
2006-11-07,28.919578552246094
2006-11-08,29.04142951965332
2006-11-09,28.846466064453125
2006-11-10,29.082046508789062
2006-11-13,29.04955291748047
2006-11-14,29.22014617919922
2006-11-15,29.179529190063477
2006-11-16,29.463851928710938
2006-11-17,29.244516372680664
2006-11-20,29.43135643005371
2006-11-21,29.38261604309082
2006-11-22,29.415109634399414
2006-11-24,29.26888656616211
2006-11-27,28.81397247314453
2006-11-28,28.862712860107422
2006-11-29,29.04142951965332
2006-11-30,28.98456573486328
2006-12-01,28.81397247314453
2006-12-04,29.22014617919922
2006-12-05,29.358245849609375
2006-12-06,29.398862838745117
2006-12-07,29.32575035095215
2006-12-08,29.415109634399414
2006-12-11,29.577579498291016
2006-12-12,29.60194969177246
2006-12-13,29.634443283081055
2006-12-14,29.88627052307129
2006-12-15,29.731924057006836
2006-12-18,29.87814712524414
2006-12-19,29.853776931762695
2006-12-20,29.95125961303711
2006-12-21,29.8212833404541
2006-12-22,29.675060272216797
2006-12-26,29.94313621520996
2006-12-27,30.154346466064453
2006-12-28,30.016246795654297
2006-12-29,29.845653533935547
2007-01-03,29.99187660217285
2007-01-04,29.89439582824707
2007-01-05,29.6588134765625
2007-01-08,29.788789749145508
2007-01-09,29.740049362182617
2007-01-10,29.8375301361084
2007-01-11,30.024370193481445
2007-01-12,30.05686378479004
2007-01-16,30.138099670410156
2007-01-17,30.05686378479004
2007-01-18,29.935012817382812
2007-01-19,30.024370193481445
2007-01-22,30.0
2007-01-23,29.983753204345703
2007-01-24,30.292444229125977
2007-01-25,29.853776931762695
2007-01-26,29.910642623901367
2007-01-29,29.764419555664062
2007-01-30,29.87814712524414
2007-01-31,30.12185287475586
2007-02-01,30.316816329956055
2007-02-02,30.373680114746094
2007-02-05,30.365556716918945
2007-02-06,30.5036563873291
2007-02-07,30.61738395690918
2007-02-08,30.5199031829834
2007-02-09,30.194963455200195
2007-02-12,30.12185287475586
2007-02-13,30.3411865234375
2007-02-14,30.633630752563477
2007-02-15,30.682371139526367
2007-02-16,30.67424964904785
